cron_datetime,npc_kills,pod_kills,ship_jumps,ship_kills
2018-03-18 19:06:02.668457,628890,1055,266580,2175
2018-03-18 20:06:03.337928,600698,1266,268354,2218
2018-03-18 21:06:03.058278,560031,1522,277053,2491
2018-03-18 22:06:03.456870,520868,1417,270686,2491
2018-03-18 23:06:03.613370,472186,1279,243289,2247
2018-03-19 00:06:02.619411,413676,985,208397,1756
2018-03-19 01:06:03.465424,365710,727,176011,1368
2018-03-19 02:06:03.376853,340013,630,153097,1276
2018-03-19 03:06:04.430886,324354,578,142821,1190
2018-03-19 04:06:02.534469,324705,560,136287,1106
2018-03-19 05:06:02.880916,325744,466,125083,985
2018-03-19 06:06:03.029776,347081,445,112774,890
2018-03-19 07:06:02.693872,365135,346,107199,710
2018-03-19 08:06:02.770346,386039,267,105756,679
2018-03-19 09:06:02.798847,422251,261,102986,661
2018-03-19 10:06:02.565000,476366,305,103644,629
2018-03-19 11:06:02.979738,493734,317,113976,726
2018-03-19 12:06:02.651689,385344,260,104806,606
2018-03-19 13:06:02.801397,346075,263,94621,491
2018-03-19 14:06:02.867718,526969,401,120322,691
2018-03-19 15:06:02.743325,642224,460,146399,840
2018-03-19 16:06:02.719124,646816,495,156897,895
2018-03-19 17:06:02.778001,632218,518,164242,962
2018-03-19 18:06:02.703316,618810,485,171473,1023
2018-03-19 19:06:02.623129,611563,606,186323,1313
2018-03-19 20:06:02.676619,586915,764,203291,1488
2018-03-19 21:06:02.525857,543951,863,218079,1471
2018-03-19 22:06:03.498189,516039,900,225122,1678
2018-03-19 23:06:03.376453,470303,830,212279,1679
2018-03-20 00:06:03.420249,409896,709,181971,1424
2018-03-20 01:06:03.163644,364448,579,153517,1164
2018-03-20 02:06:03.021620,340934,511,137514,1072
2018-03-20 03:06:02.862229,340664,475,127419,984
2018-03-20 04:06:02.946271,336512,455,123798,993
2018-03-20 05:06:03.126077,341061,450,116056,1041
2018-03-20 06:06:02.829503,354787,347,107912,784
2018-03-20 07:06:03.167645,374729,261,103653,579
2018-03-20 08:06:03.195476,404676,240,98706,540
2018-03-20 09:06:02.805976,454272,265,99633,516
2018-03-20 10:06:02.716834,490174,275,105571,564
2018-03-20 11:06:03.000350,500748,351,114771,718
2018-03-20 12:06:03.070619,278696,308,80414,565
2018-03-20 13:06:02.728113,50676,55,19515,112
2018-03-20 14:06:02.619075,18068,9,5056,25
2018-03-20 15:06:02.479076,16575,8,4918,17
2018-03-20 17:06:03.196659,89005,71,37459,158
2018-03-20 19:06:03.143756,157331,160,64526,283
2018-03-20 20:06:03.255679,413667,438,184234,821
2018-03-20 21:06:03.354619,452850,659,226309,1293
2018-03-20 22:06:03.042533,401188,708,207713,1415
2018-03-20 23:06:03.139438,308174,506,159871,1068
2018-03-21 00:06:03.344224,240792,321,111423,651
2018-03-21 01:06:03.455435,295861,324,120141,634
2018-03-21 02:06:03.337171,328352,393,136648,839
2018-03-21 03:06:03.176034,332200,442,139714,961
2018-03-21 04:06:03.241765,330329,388,133824,944
2018-03-21 05:06:03.342816,317295,375,122956,891
2018-03-21 06:06:03.484665,307913,385,114867,812
2018-03-21 07:06:02.895030,319153,337,111472,745
2018-03-21 08:06:02.908295,346118,382,113034,770
2018-03-21 09:06:03.012144,371318,428,118147,808
2018-03-21 10:06:03.146839,392491,400,127051,721
2018-03-21 11:06:03.541517,389119,358,135480,726
2018-03-21 12:06:03.056547,287169,318,103012,586
2018-03-21 13:06:02.994802,349264,332,111625,580
2018-03-21 14:06:02.840409,536140,462,167130,900
2018-03-21 15:06:02.664192,574844,506,178643,1028
2018-03-21 16:06:02.806994,366254,281,110836,632
2018-03-21 17:06:03.129463,314486,213,110726,580
2018-03-21 18:06:03.250599,516287,465,195413,1189
2018-03-21 19:06:02.971463,575180,632,216614,1509
2018-03-21 20:06:03.048193,576036,703,230445,1529
2018-03-21 21:06:03.258843,555193,778,237965,1740
2018-03-21 22:06:03.291325,510490,745,226109,1747
2018-03-21 23:06:02.584593,467818,695,206303,1450
2018-03-22 00:06:02.560246,419277,647,176531,1228
2018-03-22 01:06:02.627508,375208,561,149297,1131
2018-03-22 02:06:02.534885,353501,518,136398,1121
2018-03-22 03:06:03.442750,361334,498,130066,1117
2018-03-22 04:06:03.349365,365706,414,122770,926
2018-03-22 05:06:02.667517,358118,342,114844,840
2018-03-22 06:06:10.350254,358890,325,109063,835
2018-03-22 07:06:08.134154,379940,273,104525,601
2018-03-22 08:06:03.963650,418363,272,105670,523
2018-03-22 09:06:03.598152,460948,283,112893,541
2018-03-22 10:06:03.395526,505934,272,119299,556
2018-03-22 11:06:02.772859,506420,277,126974,608
2018-03-22 12:06:03.209313,354593,221,98642,461
2018-03-22 13:06:03.160693,404054,286,104055,582
2018-03-22 14:06:02.890232,596876,448,151982,929
2018-03-22 15:06:02.930648,628727,457,165400,999
2018-03-22 16:06:02.784899,644590,476,173343,1011
2018-03-22 17:06:02.656528,649272,528,184178,1064
2018-03-22 18:06:02.754161,624063,599,192423,1228
2018-03-22 19:06:02.661363,608531,669,206456,1397
2018-03-22 20:06:03.040342,587635,769,222303,1463
2018-03-22 21:06:02.986482,552897,939,232914,1611
2018-03-22 22:06:03.039513,505990,932,224719,1775
2018-03-22 23:06:03.022303,461878,757,201014,1549
2018-03-23 00:06:03.133229,422811,636,171976,1262
2018-03-23 01:06:03.060519,397328,610,148823,1223
2018-03-23 02:06:03.217466,389580,555,139092,1184
2018-03-23 03:06:03.390129,390487,419,134306,932
2018-03-23 04:06:03.304397,395637,379,130122,831
2018-03-23 05:06:04.332296,405143,420,122380,878
2018-03-23 06:06:03.019824,407856,417,114246,823
2018-03-23 07:06:03.498071,434294,369,110166,722
2018-03-23 08:06:02.529996,461678,301,112576,655
2018-03-23 09:06:03.172379,499162,279,121312,621
2018-03-23 10:06:03.492660,538982,321,131580,689
2018-03-23 11:06:02.773557,511833,345,138000,774
2018-03-23 12:06:03.040998,337769,260,101963,544
2018-03-23 13:06:03.488088,381573,247,108677,499
2018-03-23 14:06:02.789617,613404,365,165567,802
2018-03-23 15:06:02.879389,677057,412,180358,914
2018-03-23 16:06:03.392585,700768,449,188145,949
2018-03-23 17:06:03.573229,703238,496,198547,1069
2018-03-23 18:06:02.698206,667799,567,205587,1270
2018-03-23 19:06:03.002219,620074,604,219108,1375
2018-03-23 20:06:03.463959,593840,785,232188,1702
2018-03-23 21:06:03.519750,583539,907,237293,1917
2018-03-23 22:06:03.089376,564663,902,238117,2014
2018-03-23 23:06:03.386767,521225,895,211770,2038
2018-03-24 00:06:03.800256,471570,719,189205,1607
2018-03-24 01:06:02.622709,425935,543,166018,1178
2018-03-24 02:06:02.806152,388248,502,154186,1138
2018-03-24 03:06:02.930461,374328,801,143231,1627
2018-03-24 04:06:02.853899,389286,878,139867,1623
2018-03-24 05:06:02.899950,430036,535,137236,1117
2018-03-24 06:06:03.179524,474426,422,132645,946
2018-03-24 07:06:03.330556,515098,419,132509,848
2018-03-24 08:06:03.045776,552535,432,139872,878
2018-03-24 09:06:03.309966,598191,479,155741,954
2018-03-24 10:06:03.242360,625393,475,172690,915
2018-03-24 11:06:03.048993,612521,451,184646,944
2018-03-24 12:06:03.341891,458842,340,145218,768
2018-03-24 13:06:03.393035,523420,408,152211,879
2018-03-24 14:06:03.352705,730349,677,221208,1438
2018-03-24 15:06:03.641141,743072,713,236619,1541
2018-03-24 16:06:02.855965,737349,735,246663,1525
2018-03-24 17:06:02.774211,704635,814,250995,1621
2018-03-24 18:06:02.802583,667911,841,245168,1736
2018-03-24 19:06:02.906584,652360,911,246737,1874
2018-03-24 20:06:03.080122,618768,924,251460,1825
2018-03-24 21:06:03.035096,578860,936,254388,1948
2018-03-24 22:06:03.091859,556837,940,249999,2111
2018-03-24 23:06:03.139407,518931,854,233553,1890
2018-03-25 00:06:03.132230,467935,861,209231,1992
2018-03-25 01:06:03.159283,418897,898,182720,1937
2018-03-25 02:06:03.036140,391294,747,168625,1420
2018-03-25 03:06:02.894432,379134,621,171924,1218
2018-03-25 04:06:03.115565,406218,645,160456,1218
2018-03-25 05:06:03.072262,436903,665,146959,1257
2018-03-25 06:06:02.950748,468501,506,140858,1154
2018-03-25 07:06:02.712599,523702,385,140211,1012
2018-03-25 08:06:02.569596,599089,399,150295,945
2018-03-25 09:06:03.807211,671570,411,167472,869
2018-03-25 10:06:03.077945,702499,467,181333,960
2018-03-25 11:06:03.400364,647167,534,186948,1117
2018-03-25 12:06:03.264757,443014,407,148658,803
2018-03-25 13:06:03.320508,540820,451,160998,855
2018-03-25 14:06:02.986344,736037,727,222599,1491
2018-03-25 15:06:02.756833,713882,837,241375,1821
2018-03-25 16:06:03.384448,696697,897,253423,1870
2018-03-25 17:06:03.220553,682132,1065,258210,2108
2018-03-25 18:06:02.888051,635356,1072,265002,2177
2018-03-25 19:06:02.632144,611580,942,274426,2099
2018-03-25 20:06:03.305902,581840,1060,277675,2387
2018-03-25 21:06:02.963372,530760,1455,271028,2666
2018-03-25 22:06:02.623005,484053,1413,245960,2411
2018-03-25 23:06:03.198923,433459,907,211164,1645
2018-03-26 00:06:02.836986,375954,601,174885,1151
2018-03-26 01:06:02.467551,338554,413,150921,938
2018-03-26 02:06:02.991182,339715,393,139729,924
2018-03-26 03:06:02.500224,357798,416,131267,898
2018-03-26 04:06:02.976701,378379,379,123676,804
2018-03-26 05:06:02.638408,381660,341,119179,750
2018-03-26 06:06:02.957460,406865,298,111172,697
2018-03-26 07:06:02.641897,433399,254,106586,642
2018-03-26 08:06:02.823089,462786,272,107377,652
2018-03-26 09:06:03.318161,498066,299,113978,606
2018-03-26 10:06:03.024529,508612,296,122069,571
2018-03-26 11:06:03.112703,525993,298,127102,581
2018-03-26 12:06:02.530979,458720,292,92975,597
2018-03-26 13:06:03.175608,346044,217,101180,442
2018-03-26 14:06:02.897820,471671,309,148220,609
2018-03-26 15:06:02.424525,626779,465,164011,959
2018-03-26 16:06:03.511643,640951,469,172301,1013
2018-03-26 17:06:03.421599,648044,472,185735,1080
2018-03-26 18:06:03.512827,636436,535,204805,1160
2018-03-26 19:06:03.353128,631002,728,224503,1413
2018-03-26 20:06:03.011938,604644,877,236809,1656
2018-03-26 21:06:02.712125,569927,821,232037,1701
2018-03-26 22:06:02.656812,531538,895,205887,1787
2018-03-26 23:06:02.628828,470574,799,170860,1546
2018-03-27 00:06:02.833706,399009,529,144196,1078
2018-03-27 01:06:02.682084,349238,423,132121,921
2018-03-27 02:06:02.709268,330317,432,129896,924
2018-03-27 03:06:02.600561,340866,505,133070,1061
2018-03-27 04:06:03.359911,357701,477,128226,1064
2018-03-27 05:06:03.118927,365641,455,118722,964
2018-03-27 06:06:03.342606,381401,407,111904,827
2018-03-27 07:06:03.128487,411187,300,105560,720
2018-03-27 08:06:03.007561,445198,263,104724,660
2018-03-27 09:06:03.129593,477021,237,111657,599
2018-03-27 10:06:03.538164,502042,233,121299,632
2018-03-27 11:06:03.031753,517027,286,124828,726
2018-03-27 12:06:02.996478,418522,315,95827,643
2018-03-27 13:06:02.701954,334830,281,104156,468
2018-03-27 14:06:02.794919,485768,337,148701,617
2018-03-27 15:06:02.894446,629522,422,163633,818
2018-03-27 16:06:03.558211,646282,462,175839,896
2018-03-27 17:06:02.932979,638593,490,189994,998
2018-03-27 18:06:02.963932,650685,509,205164,1099
2018-03-27 19:06:03.146668,647173,597,220959,1194
2018-03-27 20:06:03.177237,618317,812,235056,1598
2018-03-27 21:06:03.303524,584684,1056,220847,2106
2018-03-27 22:06:03.209033,529249,931,196326,1921
2018-03-27 23:06:03.144750,455220,765,166507,1474
2018-03-28 00:06:06.039317,395585,736,142518,1381
2018-03-28 01:06:02.905931,353425,556,129368,1137
2018-03-28 02:06:02.777633,340563,512,127967,1093
2018-03-28 03:06:02.494335,352165,567,122728,1260
2018-03-28 04:06:03.646615,370086,456,115259,962
2018-03-28 05:06:02.506122,381317,329,110833,707
2018-03-28 06:06:02.913750,381919,285,106182,713
2018-03-28 07:06:03.503518,405015,304,104029,692
2018-03-28 08:06:02.775783,425777,286,106848,635
2018-03-28 09:06:02.919275,464494,269,112473,594
2018-03-28 10:06:02.689392,506917,261,117380,564
2018-03-28 12:06:02.717608,325539,258,88126,588
2018-03-28 13:06:02.952764,265444,236,84239,392
2018-03-28 14:06:02.813927,503121,375,134889,715
2018-03-28 16:06:03.038072,665582,502,172729,1101
2018-03-28 17:06:02.583883,660454,512,184305,1060
2018-03-28 18:06:03.143691,626865,531,194542,1216
2018-03-28 19:06:02.849535,615914,597,210749,1398
2018-03-28 20:06:02.637188,606679,695,224010,1565
2018-03-28 21:06:03.768371,547327,905,224100,1861
2018-03-28 22:06:04.351941,490403,950,208905,1910
2018-03-28 23:06:02.911149,437103,641,180002,1476
2018-03-29 00:06:02.615088,388550,503,150976,1224
2018-03-29 01:06:03.202826,348454,486,134617,1122
2018-03-29 02:06:02.886201,331007,445,127500,1052
2018-03-29 03:06:02.522681,341679,470,125728,1034
2018-03-29 04:06:03.108249,361919,464,125784,907
2018-03-29 05:06:03.503062,377342,443,123118,801
2018-03-29 06:06:26.780883,409458,403,115376,733
2018-03-29 07:06:06.375569,449733,336,108523,615
2018-03-29 08:06:03.001664,486881,309,107141,569
2018-03-29 09:06:03.285339,526654,323,111348,604
2018-03-29 10:06:02.875491,555444,307,122208,640
2018-03-29 11:06:03.343324,522323,279,127114,652
2018-03-29 12:06:03.743127,391644,247,101736,531
2018-03-29 13:06:03.129141,388223,253,103589,514
2018-03-29 14:06:02.854371,588419,430,144130,811
2018-03-29 15:06:02.582271,636179,519,164294,1006
2018-03-29 16:06:03.377460,658828,508,177110,1067
2018-03-29 17:06:03.196918,653384,505,185450,1144
2018-03-29 18:06:03.083282,630013,549,192348,1225
2018-03-29 19:06:02.774672,608674,586,206326,1262
2018-03-29 20:06:03.492574,592861,841,227347,1713
2018-03-29 21:06:03.463475,560438,956,235932,1916
2018-03-29 22:06:03.006309,497259,847,227125,1723
2018-03-29 23:06:02.529894,436129,724,191682,1602
2018-03-30 00:06:03.147039,383874,623,166715,1336
2018-03-30 01:06:02.656352,354222,546,151908,1164
2018-03-30 02:06:03.141024,332609,511,142597,1120
2018-03-30 03:06:02.725937,345237,475,141103,1023
2018-03-30 04:06:03.251755,368182,451,138115,974
2018-03-30 05:06:02.740237,381101,477,134888,1151
2018-03-30 06:06:04.023591,414803,407,129977,1128
2018-03-30 07:06:02.818470,493086,328,126250,896
2018-03-30 08:06:02.718537,550031,325,127683,785
2018-03-30 09:06:03.159336,583720,326,136358,738
2018-03-30 10:06:02.741106,623596,412,145322,824
2018-03-30 11:06:02.750749,594216,504,154048,1036
2018-03-30 12:06:03.311679,374757,406,128924,768
2018-03-30 13:06:02.844750,374425,457,137094,939
2018-03-30 14:06:02.491989,559591,777,178876,1648
2018-03-30 15:06:03.106089,593201,1049,190449,1621
2018-03-30 16:06:02.679445,639511,913,210966,1478
2018-03-30 17:06:03.198828,666433,628,210400,1446
2018-03-30 18:06:02.711007,660650,581,212376,1279
2018-03-30 19:06:03.300792,631409,757,220125,1567
2018-03-30 20:06:02.999232,588334,1042,229630,2033
2018-03-30 21:06:02.660557,552007,1046,233424,2198
2018-03-30 22:06:03.270015,506605,927,228230,2121
2018-03-30 23:06:02.879552,462427,849,209718,1815
2018-03-31 00:06:02.544062,419511,664,177339,1479
2018-03-31 01:06:03.145174,384476,582,152234,1396
2018-03-31 02:06:02.721593,368405,589,142843,1506
2018-03-31 03:06:03.229173,379157,545,139367,1383
2018-03-31 04:06:02.858277,402392,504,138448,1091
2018-03-31 05:06:02.414795,415362,497,135874,1131
2018-03-31 06:06:02.957331,451968,483,135312,1063
2018-03-31 07:06:02.374384,510708,412,135970,948
2018-03-31 08:06:03.383020,576891,391,140491,935
2018-03-31 09:06:03.324354,627346,459,151622,981
2018-03-31 10:06:02.762970,636688,517,162787,1026
2018-03-31 11:06:03.037664,596891,579,167815,1112
2018-03-31 12:06:02.547568,417631,514,133560,904
2018-03-31 13:06:03.080268,460331,474,138856,897
2018-03-31 14:06:02.704856,692246,603,192393,1252
2018-03-31 15:06:03.400423,727300,732,218667,1479
2018-03-31 16:06:03.128235,705523,782,228049,1572
2018-03-31 17:06:02.879789,681420,807,228015,1657
2018-03-31 18:06:02.643697,662701,846,237447,1807
2018-03-31 19:06:04.242486,616683,915,236650,1987
2018-03-31 20:06:02.908621,564245,1014,238898,2268
2018-03-31 21:06:02.436839,520778,1144,244579,2475
2018-03-31 22:06:03.102270,493818,1033,240168,2134
2018-03-31 23:06:02.754433,458285,960,223527,1933
2018-04-01 00:06:02.382342,388490,877,191916,1765
2018-04-01 01:06:02.881748,353567,684,161289,1443
2018-04-01 02:06:02.442898,341231,455,142800,2444
2018-04-01 03:06:03.111057,365642,453,139704,2364
2018-04-01 04:06:03.155599,389351,526,138692,1124
2018-04-01 05:06:02.592304,416106,491,135157,1176
2018-04-01 06:06:03.371710,455005,463,135958,1115
2018-04-01 07:06:03.339318,515823,492,139914,1082
2018-04-01 08:06:03.060313,585114,428,146079,968
2018-04-01 09:06:03.167761,637238,399,157141,866
2018-04-01 10:06:02.916999,660925,459,171953,950
2018-04-01 11:06:02.956418,622234,493,179943,1063
2018-04-01 12:06:02.582678,442245,391,142243,803
2018-04-01 13:06:03.312556,490637,451,149406,914
2018-04-01 14:06:02.873554,711993,788,205854,1638
2018-04-01 15:06:02.609344,738426,887,225055,1876
2018-04-01 16:06:03.118055,719686,799,233529,1745
2018-04-01 17:06:02.735959,685545,763,240016,1632
2018-04-01 18:06:03.386929,633102,872,245150,1742
2018-04-01 19:06:02.770660,601695,1093,246276,2079
2018-04-01 20:06:02.582257,582253,1135,250694,2114
2018-04-01 21:06:03.393681,543138,1094,253004,2081
2018-04-01 22:06:03.239057,499937,1028,246423,2005
2018-04-01 23:06:03.524156,458026,770,197229,1627
2018-04-02 00:06:03.307356,417196,608,186963,1303
2018-04-02 01:06:03.058267,382074,533,167017,1191
2018-04-02 02:06:02.518729,363596,465,149153,1143
2018-04-02 03:06:03.098707,359480,548,140242,1347
2018-04-02 04:06:02.701071,369647,548,135060,1360
2018-04-02 05:06:03.221380,394566,420,128210,976
2018-04-02 06:06:02.747726,426032,374,119483,773
2018-04-02 07:06:02.556548,465169,330,116246,746
2018-04-02 08:06:03.228565,533929,301,122596,881
2018-04-02 09:06:02.995657,594067,303,136388,943
2018-04-02 10:06:02.597818,617131,374,150846,821
2018-04-02 11:06:02.771773,588591,385,162360,761
2018-04-02 12:06:03.008933,429887,291,132576,638
2018-04-02 13:06:02.561076,501817,374,134512,738
2018-04-02 14:06:03.134771,712607,588,181985,1184
2018-04-02 15:06:02.870326,727719,718,205005,1500
2018-04-02 16:06:03.380496,726905,730,217299,1506
2018-04-02 17:06:03.063049,675262,651,222995,1404
2018-04-02 18:06:03.417515,647069,758,233777,1592
2018-04-02 19:06:03.254425,623865,747,241724,1644
2018-04-02 20:06:02.969133,579029,777,246656,1649
2018-04-02 21:06:02.632567,529974,880,244495,1771
2018-04-02 22:06:02.453702,483193,838,219556,1693
2018-04-02 23:06:02.876394,426142,726,185939,1431
2018-04-03 00:06:02.534344,381858,530,158112,1101
2018-04-03 01:06:03.122516,354377,440,138541,891
2018-04-03 02:06:02.966682,330314,448,134839,933
2018-04-03 03:06:02.667954,331292,400,135473,1053
2018-04-03 04:06:03.361456,351040,437,130773,1047
2018-04-03 05:06:02.769794,378946,409,123050,884
2018-04-03 06:06:03.213579,404089,337,116567,755
2018-04-03 07:06:03.200126,433613,285,115579,643
2018-04-03 08:06:02.605639,480734,294,113783,739
2018-04-03 09:06:03.423615,521106,310,118043,845
2018-04-03 10:06:02.634700,526626,291,127031,748
2018-04-03 11:06:02.911285,482017,302,133290,774
2018-04-03 12:06:03.420434,335338,254,111191,615
2018-04-03 13:06:02.859596,383031,288,106727,595
2018-04-03 14:06:02.909175,548544,427,149407,900
2018-04-03 15:06:02.620562,576359,472,161752,1019
2018-04-03 16:06:03.175895,567946,549,173441,1118
2018-04-03 17:06:02.975832,549631,650,185891,1213
2018-04-03 18:06:02.694948,529701,664,193206,1385
2018-04-03 19:06:03.226784,524786,716,206835,1527
2018-04-03 20:06:02.822213,492095,874,222708,1650
2018-04-03 21:06:02.712881,434885,906,224215,1652
2018-04-03 22:06:03.259342,384578,716,200828,1487
2018-04-03 23:06:02.934229,345226,572,167237,1213
2018-04-04 00:06:02.462157,309416,453,138206,871
2018-04-04 01:06:02.989069,280031,362,124895,752
2018-04-04 02:06:02.443597,278265,411,121846,844
2018-04-04 03:06:02.921917,283632,499,118647,910
2018-04-04 04:06:02.480280,294543,488,114812,937
2018-04-04 05:06:03.033812,316794,508,110599,999
2018-04-04 06:06:02.991925,346337,416,106141,921
2018-04-04 07:06:02.438756,380547,274,100676,707
2018-04-04 08:06:02.781178,429158,300,104867,627
2018-04-04 09:06:03.501698,450565,298,111189,660
2018-04-04 10:06:03.670862,468523,289,117054,722
2018-04-04 12:06:03.690484,351506,258,84777,704
2018-04-04 13:06:07.711233,299870,200,87694,485
2018-04-04 14:06:03.254686,467695,304,131894,572
2018-04-04 15:06:02.803921,570971,411,150165,865
2018-04-04 16:06:02.743281,571916,471,162887,989
2018-04-04 17:06:02.251673,579598,562,175534,1099
2018-04-04 18:06:02.967685,571361,615,186498,1238
2018-04-04 19:06:02.568570,574835,617,200565,1337
2018-04-04 20:06:03.125196,562086,819,216476,1644
2018-04-04 21:06:02.780886,515602,914,222548,1736
2018-04-04 22:06:02.461799,455127,792,207424,1535
2018-04-04 23:06:03.111490,390275,759,171346,1451
2018-04-05 00:06:02.654749,316757,641,141811,1158
2018-04-05 01:06:03.242248,287598,501,122659,890
2018-04-05 02:06:02.983089,285865,505,116433,906
2018-04-05 03:06:02.443130,288352,541,118927,1067
2018-04-05 04:06:03.062069,308716,519,118238,1195
2018-04-05 05:06:02.303976,320796,455,111520,1132
2018-04-05 06:06:03.202832,331371,366,104808,896
2018-04-05 07:06:06.638561,379605,333,103053,748
2018-04-05 08:06:03.360934,434829,315,106894,727
2018-04-05 09:06:02.826105,458876,288,110819,635
2018-04-05 10:06:03.449504,485125,340,116851,709
2018-04-05 11:06:02.543676,504453,380,119918,755
2018-04-05 12:06:02.820664,298242,303,73095,552
2018-04-05 13:06:03.184222,68720,197,26845,287
2018-04-05 14:06:03.217330,256978,543,81523,907
2018-04-05 15:06:02.829184,489039,644,147595,1182
2018-04-05 16:06:02.452991,565243,539,161285,1066
2018-04-05 17:06:03.322410,577858,558,171253,1149
2018-04-05 18:06:02.964239,568065,520,185973,1115
2018-04-05 19:06:02.573549,551186,529,199856,1206
2018-04-05 20:06:03.124995,537362,694,211306,1420
2018-04-05 21:06:02.685866,511332,898,213778,1753
2018-04-05 22:06:03.296702,465411,863,196196,1929
2018-04-05 23:06:02.826883,396863,668,164666,1595
2018-04-06 00:06:02.519590,338229,489,137359,1103
2018-04-06 01:06:03.037968,313188,406,120910,859
2018-04-06 02:06:02.594124,298038,368,117729,767
2018-04-06 03:06:03.160363,315931,373,124055,832
2018-04-06 04:06:02.707446,328238,457,124540,870
2018-04-06 05:06:03.203344,334517,486,117765,854
2018-04-06 06:06:03.043038,351414,396,111469,754
2018-04-06 07:06:02.627057,396346,389,106972,729
2018-04-06 08:06:03.653472,451756,358,108428,743
2018-04-06 09:06:02.952803,494598,308,113830,704
2018-04-06 10:06:02.687278,504307,314,120581,704
2018-04-06 11:06:02.702556,489793,395,124080,800
2018-04-06 12:06:02.592576,318254,351,95584,622
2018-04-06 13:06:03.045944,302206,285,100058,532
2018-04-06 14:06:02.575023,499633,406,141075,801
2018-04-06 15:06:03.077612,569399,451,161609,1054
2018-04-06 16:06:02.858693,588142,459,175420,1252
2018-04-06 17:06:02.683946,565488,656,185301,1488
2018-04-06 18:06:03.128119,532248,747,196948,1472
2018-04-06 19:06:02.637098,508259,696,205149,1413
2018-04-06 20:06:03.386534,499691,831,210520,1753
2018-04-06 21:06:02.907760,488282,907,219139,2018
2018-04-06 22:06:02.922261,457964,948,217469,1889
2018-04-06 23:06:02.372478,408487,1038,200767,2026
2018-04-07 00:06:02.999268,360150,899,175607,1854
2018-04-07 01:06:02.535231,307836,651,150095,1413
2018-04-07 02:06:03.156576,292157,619,132577,1260
2018-04-07 03:06:03.004607,303666,659,131097,1248
2018-04-07 04:06:02.550124,309060,670,132643,1418
2018-04-07 05:06:03.029430,336773,638,136211,1362
2018-04-07 06:06:02.478667,382686,521,134859,1127
2018-04-07 07:06:02.642233,430824,411,135133,964
2018-04-07 08:06:02.833414,494840,393,138760,857
2018-04-07 09:06:03.176620,555753,400,146822,914
2018-04-07 10:06:03.038697,582733,422,158101,969
2018-04-07 11:06:03.153527,577880,520,160563,1010
2018-04-07 12:06:02.525247,406273,439,127215,825
2018-04-07 13:06:03.201355,402739,402,135722,841
2018-04-07 14:06:02.855681,604085,719,192313,1233
2018-04-07 15:06:03.386290,610313,841,215991,1564
2018-04-07 16:06:03.134588,595044,791,228694,1635
2018-04-07 17:06:02.714771,575432,818,237165,1718
2018-04-07 18:06:02.425906,555869,795,239001,1794
2018-04-07 19:06:02.989532,544521,876,244144,1955
2018-04-07 20:06:02.692670,537675,1001,250570,2162
2018-04-07 21:06:03.173652,515261,1045,253521,2266
2018-04-07 22:06:03.058936,469415,1104,247838,2282
2018-04-07 23:06:02.616648,429735,973,215903,2017
2018-04-08 00:06:02.893645,382857,843,190750,1826
2018-04-08 01:06:02.661064,338976,750,159373,1593
2018-04-08 02:06:03.447967,326784,674,143666,1343
2018-04-08 03:06:02.986632,320121,652,136596,1345
2018-04-08 04:06:02.736510,324264,556,134841,1255
2018-04-08 05:06:03.307157,354594,566,131541,1270
2018-04-08 06:06:02.874813,396137,536,131519,1228
2018-04-08 07:06:03.070208,441156,463,138374,1048
2018-04-08 08:06:03.232515,488951,427,139934,986
2018-04-08 09:06:03.265878,549413,448,151726,1039
2018-04-08 10:06:03.037007,568405,469,163445,1015
2018-04-08 11:06:03.119750,538891,502,166785,998
2018-04-08 12:06:02.553203,350016,468,131512,920
2018-04-08 13:06:03.285009,387568,501,144281,969
2018-04-08 14:06:03.348445,611411,603,199601,1305
2018-04-08 15:06:03.082307,653483,690,219663,1545
2018-04-08 16:06:02.780360,640489,815,230676,1692
2018-04-08 17:06:02.494222,600108,825,232645,1699
2018-04-08 18:06:03.175660,579435,894,236554,1776
2018-04-08 19:06:03.152918,566474,1035,242584,2089
2018-04-08 20:06:02.899502,553771,982,255661,2222
2018-04-08 21:06:02.839296,519224,1060,254458,2347
2018-04-08 22:06:02.806910,455587,1231,225827,2508
2018-04-08 23:06:02.431230,402552,1014,188745,2048
2018-04-09 00:06:03.120430,357399,643,158122,1365
2018-04-09 01:06:02.651357,322559,550,139036,1105
2018-04-09 02:06:03.071890,308134,499,130129,986
2018-04-09 03:06:02.763692,320753,485,124412,908
2018-04-09 04:06:03.146635,326418,489,117944,904
2018-04-09 05:06:02.655230,328376,428,109121,799
2018-04-09 06:06:03.666394,358645,381,102383,709
2018-04-09 07:06:02.502256,394791,282,98442,595
2018-04-09 08:06:03.063231,439922,248,101532,575
2018-04-09 09:06:02.944243,479599,280,108463,638
2018-04-09 10:06:02.758994,482531,301,116260,724
2018-04-09 11:06:02.733751,459810,309,122104,777
2018-04-09 12:06:02.765298,320833,269,95940,579
2018-04-09 13:06:02.896057,356695,280,102230,537
2018-04-09 14:06:03.089271,563442,416,144808,873
2018-04-09 15:06:03.973200,597999,489,150632,1024
2018-04-09 16:06:02.997622,586973,523,170075,1038
2018-04-09 17:06:03.004887,576281,580,180025,1168
2018-04-09 18:06:03.253742,580793,634,191381,1405
2018-04-09 19:06:03.236697,573061,679,207096,1476
2018-04-09 20:06:03.519818,561793,767,219944,1510
