cron_datetime,npc_kills,pod_kills,ship_jumps,ship_kills
2018-01-14 11:06:02.869708,648608,622,187020,1139
2018-01-14 12:06:03.230839,484323,546,161123,1014
2018-01-14 13:06:02.885990,471629,586,159986,1046
2018-01-14 14:06:02.592760,710119,791,212023,1550
2018-01-14 15:06:03.145927,747103,985,234079,1816
2018-01-14 16:06:02.794783,726848,1270,252057,2057
2018-01-14 17:06:02.897340,698390,1262,257308,2168
2018-01-14 18:06:02.580915,651039,1136,257086,1985
2018-01-14 19:06:03.586933,583615,1185,263889,2100
2018-01-14 20:06:03.188938,557395,1437,270762,2330
2018-01-14 21:06:02.802434,549729,1653,275876,2591
2018-01-14 22:06:02.368679,535803,1614,266248,2671
2018-01-14 23:06:03.001259,503889,1445,243005,2385
2018-01-15 00:06:02.709078,430168,1160,211694,1878
2018-01-15 01:06:03.334934,372435,889,175778,1491
2018-01-15 02:06:03.276879,346187,784,150462,1303
2018-01-15 03:06:02.829697,356144,746,141383,1227
2018-01-15 04:06:02.472386,383847,644,144436,1197
2018-01-15 05:06:03.027684,400044,604,140252,1135
2018-01-15 06:07:23.478935,404278,592,135468,1059
2018-01-15 07:06:02.551989,396792,539,129138,957
2018-01-15 08:06:03.322710,405138,466,122070,927
2018-01-15 09:06:02.918116,436248,402,118467,853
2018-01-15 10:06:02.639196,482963,411,117846,737
2018-01-15 11:06:02.829894,512283,434,122544,781
2018-01-15 12:06:03.081344,366767,366,103797,633
2018-01-15 13:06:02.751433,360757,349,106351,558
2018-01-15 14:06:03.366381,553296,450,141474,784
2018-01-15 15:06:03.015805,605824,518,158523,934
2018-01-15 16:06:02.635605,626606,589,171666,1038
2018-01-15 17:06:03.265606,639429,666,184842,1177
2018-01-15 18:06:03.025642,638723,762,199460,1262
2018-01-15 19:06:02.742269,629369,975,218229,1430
2018-01-15 20:06:02.623358,614466,1121,247128,1659
2018-01-15 21:06:03.389353,573988,1163,257886,1952
2018-01-15 22:06:03.192888,533927,1191,244884,2032
2018-01-15 23:06:02.887191,478236,1067,223916,1764
2018-01-16 00:06:02.585414,416313,970,196413,1423
2018-01-16 01:06:03.114012,378243,767,166165,1084
2018-01-16 02:06:02.752255,345570,626,149422,1027
2018-01-16 03:06:03.347218,335917,630,143822,1080
2018-01-16 04:06:02.966052,346979,609,141262,1083
2018-01-16 05:06:02.589908,359219,595,139151,1092
2018-01-16 06:06:03.078089,380530,520,129333,973
2018-01-16 07:06:02.965605,398874,469,118359,830
2018-01-16 08:06:02.466978,421358,439,111832,799
2018-01-16 09:06:03.128863,445699,411,113246,804
2018-01-16 10:06:02.935724,478835,423,116091,845
2018-01-16 11:06:03.021984,501891,429,122572,873
2018-01-16 12:06:02.835799,355345,377,100032,629
2018-01-16 13:06:02.363602,339796,421,96893,515
2018-01-16 14:06:03.224172,532647,544,131781,703
2018-01-16 15:06:02.917721,582711,513,148809,807
2018-01-16 16:06:02.634838,579630,568,162475,960
2018-01-16 17:06:03.411162,570641,716,177420,1076
2018-01-16 18:06:03.077623,571139,868,193003,1191
2018-01-16 19:06:03.323388,555077,936,204531,1289
2018-01-16 20:06:03.121514,544701,920,231424,1376
2018-01-16 21:06:02.998089,508397,936,241778,1600
2018-01-16 22:06:02.835644,451118,1290,217171,1976
2018-01-16 23:06:02.653672,399933,1422,196972,1831
2018-01-17 00:06:02.505096,371547,1088,181791,1467
2018-01-17 01:06:03.374516,356548,816,154455,1258
2018-01-17 02:06:03.074489,333235,658,134868,1029
2018-01-17 03:06:02.812716,329469,634,131170,1043
2018-01-17 04:06:02.413168,329765,682,131313,1183
2018-01-17 05:06:03.171840,337101,661,130482,1152
2018-01-17 06:06:05.582381,340546,552,123470,997
2018-01-17 07:06:02.567331,358524,444,115515,873
2018-01-17 08:06:03.298150,393931,432,110332,811
2018-01-17 09:06:02.854663,437637,423,109872,774
2018-01-17 10:06:02.656287,482024,426,113084,743
2018-01-17 11:06:02.783360,481065,404,116985,734
2018-01-17 12:06:03.211621,334723,326,96090,572
2018-01-17 13:06:02.982849,338007,416,99423,579
2018-01-17 14:06:02.801577,523423,540,136596,809
2018-01-17 15:06:02.501784,567890,531,153920,978
2018-01-17 16:06:03.419930,581846,628,161242,1165
2018-01-17 17:06:03.143481,597117,708,173626,1217
2018-01-17 18:06:02.828576,581827,789,188518,1336
2018-01-17 19:06:02.779849,571739,938,208232,1591
2018-01-17 20:06:02.654439,559705,1271,227888,1880
2018-01-17 21:06:03.480517,525647,1435,240704,2143
2018-01-17 22:06:03.263342,479781,1292,244198,2060
2018-01-17 23:06:03.157854,430094,1266,217043,2149
2018-01-18 00:06:03.028332,375324,1235,185917,2025
2018-01-18 01:06:02.728498,331229,965,162490,1363
2018-01-18 02:06:02.464942,307808,649,141378,1038
2018-01-18 03:06:03.253894,319699,621,135941,1081
2018-01-18 04:06:02.878083,325350,614,137368,1220
2018-01-18 05:06:02.584876,328160,569,136208,1139
2018-01-18 06:06:03.370562,335843,522,124736,974
2018-01-18 07:06:03.314934,362940,489,113248,903
2018-01-18 08:06:02.989198,388155,452,106590,813
2018-01-18 09:06:02.710710,424675,405,107601,782
2018-01-18 10:06:03.226384,454541,412,112769,733
2018-01-18 11:06:03.525615,472102,493,120556,818
2018-01-18 12:06:02.809344,338773,412,100755,661
2018-01-18 13:06:02.297513,343624,386,99282,605
2018-01-18 14:06:02.940956,531319,477,133572,785
2018-01-18 15:06:02.634531,574424,525,152325,888
2018-01-18 16:06:03.448760,562629,610,161171,1027
2018-01-18 17:06:03.107384,561259,645,170070,1063
2018-01-18 18:06:07.879884,573046,821,186768,1276
2018-01-18 19:06:02.541551,567682,903,206482,1363
2018-01-18 20:06:03.446938,554414,928,221751,1494
2018-01-18 21:06:03.132993,526012,1298,228048,2319
2018-01-18 22:06:02.731523,498162,1472,227467,2532
2018-01-18 23:06:02.562062,464450,1159,213628,1921
2018-01-19 00:06:03.377389,396644,888,178293,1568
2018-01-19 01:06:03.167248,324290,707,151465,1216
2018-01-19 02:06:02.798558,311255,625,138039,1099
2018-01-19 03:06:02.373917,329213,644,134291,1134
2018-01-19 04:06:02.990675,351111,615,132034,1064
2018-01-19 05:06:02.774912,354078,550,128592,989
2018-01-19 06:06:03.272820,349687,543,123689,1007
2018-01-19 07:06:05.197340,362608,553,119165,1063
2018-01-19 08:06:02.793570,386533,507,115451,938
2018-01-19 09:06:03.284379,417306,449,114393,841
2018-01-19 10:06:02.871562,460468,395,117841,834
2018-01-19 11:06:02.995417,483829,436,124768,851
2018-01-19 12:06:03.335869,338254,387,105537,707
2018-01-19 13:06:02.837866,340138,396,106814,635
2018-01-19 14:06:02.882069,536618,533,142202,947
2018-01-19 15:06:02.453528,580815,670,155615,1109
2018-01-19 16:06:03.164185,579926,719,168514,1124
2018-01-19 17:06:02.846518,557213,779,180072,1210
2018-01-19 18:06:02.497365,571991,892,188679,1350
2018-01-19 19:06:03.181697,574670,920,197789,1395
2018-01-19 20:06:02.893948,557067,1001,211939,1637
2018-01-19 21:06:02.549237,527131,1144,222325,1853
2018-01-19 22:06:03.178200,484078,1205,225980,1944
2018-01-19 23:06:02.780171,458568,1301,221089,2064
2018-01-20 00:06:02.358400,420485,1233,207795,1978
2018-01-20 01:06:03.055267,363478,1107,179804,1843
2018-01-20 02:06:02.789997,318142,923,156139,1661
2018-01-20 03:06:02.644099,316407,799,148134,1465
2018-01-20 04:06:02.595610,329765,818,149563,1383
2018-01-20 05:06:03.495202,345282,742,149789,1346
2018-01-20 06:06:03.124716,368322,746,146305,1399
2018-01-20 07:06:02.832917,395298,699,138391,1257
2018-01-20 08:06:02.571660,429863,571,138505,988
2018-01-20 09:06:03.300258,484305,576,144401,1063
2018-01-20 10:06:03.006591,544420,587,158588,1186
2018-01-20 11:06:03.198494,552925,681,168888,1210
2018-01-20 12:06:02.700476,394771,624,137691,972
2018-01-20 13:06:03.298753,423891,670,142216,1310
2018-01-20 14:06:03.036400,636154,829,195736,1858
2018-01-20 15:06:02.838116,667365,942,217160,2018
2018-01-20 16:06:02.566835,654104,977,229327,1866
2018-01-20 17:06:03.254834,641753,966,234968,1730
2018-01-20 18:06:03.000291,608501,1102,245407,2036
2018-01-20 19:06:02.739508,578472,1203,253807,2098
2018-01-20 20:06:03.393278,551605,1301,261053,2135
2018-01-20 21:06:03.147673,525923,1459,267629,2483
2018-01-20 22:06:02.845419,515950,1591,269315,2621
2018-01-20 23:06:02.606229,484675,1433,261103,2327
2018-01-21 00:06:03.248931,435420,1269,238312,2068
2018-01-21 01:06:02.449640,398245,1028,210546,1742
2018-01-21 02:06:03.107432,362263,871,180935,1557
2018-01-21 03:06:02.810763,343242,771,162123,1316
2018-01-21 04:06:02.463853,342928,781,154068,1260
2018-01-21 05:06:03.176682,354851,885,154413,1441
2018-01-21 06:06:02.835305,377957,774,154370,1411
2018-01-21 07:06:02.718603,414266,699,148864,1240
2018-01-21 08:06:03.527316,470266,635,147755,1127
2018-01-21 09:06:03.244920,539381,608,153860,1158
2018-01-21 10:06:03.075520,598986,676,171391,1273
2018-01-21 11:06:03.221244,603936,738,187211,1344
2018-01-21 12:06:02.567839,428435,569,152466,966
2018-01-21 13:06:03.224594,452193,525,151227,1005
2018-01-21 14:06:02.861413,654904,792,199699,1591
2018-01-21 15:06:02.595547,676573,894,224303,1697
2018-01-21 16:06:03.424923,667612,921,242169,1771
2018-01-21 17:06:03.170823,643093,1051,254843,2029
2018-01-21 18:06:02.937715,608858,1165,262061,2056
2018-01-21 19:06:02.720490,602810,1249,271274,2082
2018-01-21 20:06:02.530338,607201,1411,286522,2489
2018-01-21 21:06:03.308905,565946,1655,293796,2871
2018-01-21 22:06:03.081081,494950,1612,279810,2620
2018-01-21 23:06:02.751469,417504,1411,243577,2387
2018-01-22 00:06:03.351261,363975,1178,211438,2029
2018-01-22 01:06:02.962736,325132,844,180138,1333
2018-01-22 02:06:02.580386,307664,671,155781,997
2018-01-22 03:06:03.167030,312823,673,145700,965
2018-01-22 04:06:02.777122,322818,655,140738,1059
2018-01-22 05:06:03.284081,318346,587,139762,1079
2018-01-22 06:06:02.835293,342798,486,131756,948
2018-01-22 07:06:07.186955,370932,423,118753,752
2018-01-22 08:06:02.444153,390040,393,111497,741
2018-01-22 09:06:03.025190,421904,399,114826,743
2018-01-22 10:06:02.605234,456670,422,121077,751
2018-01-22 11:06:02.723843,465066,417,125545,808
2018-01-22 12:06:02.960561,330867,363,104000,665
2018-01-22 13:06:02.528935,375359,380,102520,611
2018-01-22 14:06:03.076677,564193,491,136304,799
2018-01-22 15:06:02.775640,591705,536,153263,991
2018-01-22 16:06:02.417703,588968,568,161652,1049
2018-01-22 17:06:03.004448,559947,647,172413,1120
2018-01-22 18:06:03.067004,563596,770,186394,1344
2018-01-22 19:06:02.826067,561413,868,207397,1441
2018-01-22 20:06:02.547922,545784,1081,226143,1732
2018-01-22 21:06:03.326871,533315,1148,239528,2002
2018-01-22 22:06:03.186977,491684,1071,238945,1907
2018-01-22 23:06:02.943175,404830,1070,218642,1634
2018-01-23 00:06:02.667731,328906,1031,185532,1374
2018-01-23 01:06:03.275118,291993,914,156147,1378
2018-01-23 02:06:02.821537,286681,925,138073,1767
2018-01-23 03:06:02.470659,303538,874,138098,1605
2018-01-23 04:06:03.102255,314433,680,139770,1152
2018-01-23 05:06:02.741663,339656,628,133540,972
2018-01-23 06:06:03.309382,355573,565,127173,860
2018-01-23 07:06:03.186204,376478,473,123090,785
2018-01-23 08:06:02.850360,402993,419,117101,734
2018-01-23 09:06:02.563567,428003,382,114956,719
2018-01-23 10:06:03.255002,460920,356,116258,681
2018-01-23 11:06:03.282034,445650,386,120010,679
2018-01-23 12:06:02.970586,292595,353,96521,535
2018-01-23 13:06:02.653080,351688,338,98051,547
2018-01-23 14:06:03.233745,549214,429,138982,783
2018-01-23 15:06:02.870032,564041,506,156591,968
2018-01-23 17:06:02.796993,545405,747,179275,1145
2018-01-23 18:06:02.491774,553367,920,198058,1264
2018-01-23 19:06:03.274876,551559,1151,216466,1627
2018-01-23 20:06:03.007770,530327,1350,241381,1783
2018-01-23 21:06:02.722809,490645,1337,259481,1835
2018-01-23 22:06:02.447079,431450,1270,248169,1925
2018-01-23 23:06:03.115354,358327,1178,211890,1835
2018-01-24 00:06:02.690754,297029,1062,168873,1745
2018-01-24 01:06:03.353381,269694,1005,145127,1566
2018-01-24 02:06:02.967708,267842,957,133621,1397
2018-01-24 03:06:02.689030,275663,1054,132428,1358
2018-01-24 04:06:03.277890,291876,1181,139558,1430
2018-01-24 05:06:02.919199,317392,1071,136206,1416
2018-01-24 06:07:26.599233,329697,754,120527,1067
2018-01-24 07:06:04.411400,345922,574,110492,895
2018-01-24 08:06:02.384202,379945,477,108773,814
2018-01-24 09:06:03.155183,440960,461,113427,895
2018-01-24 10:06:02.742290,473857,505,117050,897
2018-01-24 11:06:02.970299,461654,506,121808,714
2018-01-24 12:06:03.288087,330129,441,102300,557
2018-01-24 13:06:02.807880,380503,488,103585,608
2018-01-24 14:06:02.524585,562449,632,138417,878
2018-01-24 15:06:03.249776,584508,626,153730,960
2018-01-24 16:06:03.044245,561547,714,164814,1055
2018-01-24 17:06:07.749803,545633,889,177399,1299
2018-01-24 18:06:03.386519,550475,941,191713,1544
2018-01-24 19:06:03.142791,559788,1012,209229,1679
2018-01-24 20:06:02.918732,556523,1073,228043,1734
2018-01-24 21:06:02.537686,522276,1274,233265,1970
2018-01-24 22:06:03.177615,476203,1215,221314,2042
2018-01-24 23:06:02.769795,420366,932,200800,1674
2018-01-25 00:06:02.420959,366150,758,169642,1564
2018-01-25 01:06:03.343441,320610,608,145945,1398
2018-01-25 02:06:02.953811,309395,554,133872,1095
2018-01-25 03:06:02.450555,337259,542,134273,1107
2018-01-25 04:06:02.898849,355300,625,134549,1152
2018-01-25 05:06:02.506802,355056,671,132651,1219
2018-01-25 06:06:02.956718,366654,575,126122,1219
2018-01-25 07:06:02.801558,392149,441,119387,1064
2018-01-25 08:06:02.418691,429106,432,115325,829
2018-01-25 09:06:03.018746,460347,442,116197,743
2018-01-25 10:06:02.773363,472732,425,121937,738
2018-01-25 11:06:02.880410,469584,424,126605,722
2018-01-25 12:06:03.342889,336051,326,99945,577
2018-01-25 13:06:02.888623,372814,345,98288,672
2018-01-25 14:06:02.398607,563966,536,137098,958
2018-01-25 15:06:03.104465,591674,571,153895,1001
2018-01-25 16:06:02.787279,580168,535,162761,1002
2018-01-25 17:06:02.459480,568031,575,171523,1025
2018-01-25 18:06:03.155978,576432,721,188235,1275
2018-01-25 19:06:02.777798,582206,896,203625,1560
2018-01-25 20:06:02.527909,574139,983,223291,1663
2018-01-25 21:06:03.065653,546732,1025,229450,1794
2018-01-25 22:06:02.711006,499876,1051,224970,1788
2018-01-25 23:06:03.294340,440850,1023,216797,1599
2018-01-26 00:06:03.075860,395953,840,186989,1377
2018-01-26 01:06:02.631872,373438,601,148153,1081
2018-01-26 02:06:03.154230,361358,569,139488,1046
2018-01-26 03:06:02.822777,357797,623,142064,1158
2018-01-26 04:06:02.478239,370123,598,138731,1119
2018-01-26 05:06:03.213692,376105,615,133659,1052
2018-01-26 06:06:03.186617,378326,653,127541,1009
2018-01-26 07:06:03.466445,405041,558,118517,925
2018-01-26 08:06:02.399079,439423,481,116301,858
2018-01-26 09:06:03.022508,465937,466,117803,842
2018-01-26 10:06:02.875510,492835,423,120096,748
2018-01-26 11:06:02.992078,467306,400,120574,640
2018-01-26 12:06:03.560526,333009,348,97583,545
2018-01-26 13:06:03.281858,396783,375,98814,651
2018-01-26 14:06:02.982493,567013,551,135816,941
2018-01-26 15:06:02.704577,589764,634,151074,1094
2018-01-26 16:06:03.355116,583515,705,166757,1155
2018-01-26 17:06:02.966077,581072,759,183410,1181
2018-01-26 18:06:02.645225,586064,845,194183,1381
2018-01-26 19:06:03.301696,573076,833,202825,1403
2018-01-26 20:06:03.044816,546751,952,214455,1805
2018-01-26 21:06:02.773871,526413,1382,220717,2514
2018-01-26 22:06:02.544364,515386,1411,228400,2406
2018-01-26 23:06:03.132904,486109,1084,221086,1971
2018-01-27 00:06:02.848137,452540,887,194509,1694
2018-01-27 01:06:02.634826,404460,675,166728,1425
2018-01-27 02:06:03.199306,388733,665,153995,1308
2018-01-27 03:06:02.942789,378239,752,146397,1346
2018-01-27 04:06:02.547489,370699,825,150488,1383
2018-01-27 05:06:03.100681,374881,876,159947,1440
2018-01-27 06:06:02.867291,401032,719,152841,1375
2018-01-27 07:06:02.792293,439239,590,142441,1167
2018-01-27 08:06:02.756850,497887,652,140043,1177
2018-01-27 09:06:03.293421,564307,663,144995,1214
2018-01-27 10:06:03.023101,611944,619,156919,1085
2018-01-27 11:06:03.188118,571948,654,167635,1025
2018-01-27 12:06:02.599780,435018,548,148979,980
2018-01-27 13:06:03.281258,516211,577,157427,1147
2018-01-27 14:06:02.986908,708040,741,206347,1442
2018-01-27 15:06:02.738284,709158,849,225025,1762
2018-01-27 16:06:03.441864,677748,985,238648,1844
2018-01-27 17:06:03.350717,656233,1157,246092,1983
2018-01-27 18:06:03.017358,648622,1177,239818,2013
2018-01-27 19:06:03.286023,601011,1093,243292,1874
2018-01-27 20:06:03.010130,598497,1087,256193,1870
2018-01-27 21:06:02.816901,559883,1275,268929,2167
2018-01-27 22:06:02.477779,555358,1690,261453,2502
2018-01-27 23:06:03.077899,557040,1694,239833,2552
2018-01-28 00:11:22.795688,480242,1043,214107,1969
2018-01-28 01:06:02.579794,476921,1043,189774,1966
2018-01-28 02:06:03.488891,399697,919,168895,1712
2018-01-28 03:06:03.161477,379101,757,153524,1756
2018-01-28 04:06:02.838150,387980,647,152258,1596
2018-01-28 05:06:02.474990,395345,736,151016,1360
2018-01-28 06:06:03.126523,412449,754,149212,1298
2018-01-28 07:06:02.461464,445910,735,145732,1330
2018-01-28 08:06:02.537482,493819,738,147032,1348
2018-01-28 09:06:03.361447,543698,641,157124,1211
2018-01-28 10:06:03.031008,599887,546,172426,1110
2018-01-28 11:06:03.176959,661601,554,187294,1068
2018-01-28 12:06:02.648753,589199,590,152651,989
2018-01-28 13:06:03.305480,468196,497,157814,816
2018-01-28 14:06:03.075364,617034,564,210305,1080
2018-01-28 15:06:02.742219,789925,802,231324,1644
2018-01-28 16:06:02.627074,790362,1022,246119,1832
2018-01-28 17:06:03.298100,738003,1110,260177,1886
2018-01-28 18:06:03.181504,717981,1086,273462,1948
2018-01-28 19:06:02.886996,686398,1107,281081,1960
2018-01-28 20:06:02.557429,636790,1222,284353,2176
2018-01-28 21:06:03.313702,615943,1377,279650,2371
2018-01-28 22:06:03.064540,578303,1550,271759,2761
2018-01-28 23:06:02.657753,533334,1554,243645,2739
2018-01-29 00:06:03.405642,486198,1134,201507,2053
2018-01-29 01:06:02.996582,429767,803,169442,1569
2018-01-29 02:06:07.724593,379897,718,150246,1305
2018-01-29 03:06:07.518980,379026,650,149341,1179
2018-01-29 04:06:03.157857,387294,628,142241,1183
2018-01-29 05:06:02.783025,393636,562,132534,1162
2018-01-29 06:06:16.748056,396787,511,123175,1012
2018-01-29 07:06:03.248507,398116,494,114995,851
2018-01-29 08:06:02.732075,418494,430,112111,768
2018-01-29 09:06:02.417291,455003,387,116198,761
2018-01-29 10:06:03.197674,488588,404,120413,773
2018-01-29 11:06:03.355188,518455,409,122580,768
2018-01-29 12:06:02.547616,440581,357,99309,653
2018-01-29 13:06:03.141698,373657,340,105960,580
2018-01-29 14:06:02.924652,506619,470,139765,772
2018-01-29 15:06:02.794427,643035,697,154722,1148
2018-01-29 16:06:02.617140,643419,694,168232,1270
2018-01-29 17:06:03.338145,637709,654,181216,1280
2018-01-29 18:06:03.065002,650294,690,197702,1313
2018-01-29 19:06:02.772930,642242,843,216553,1349
2018-01-29 20:06:02.362033,614541,1067,240138,1567
2018-01-29 21:06:03.046194,596078,1069,243522,1671
2018-01-29 22:06:02.863706,577641,1167,228790,1914
2018-01-29 23:06:02.496231,536764,1110,204032,1896
2018-01-30 00:06:03.138201,481989,960,174469,1534
2018-01-30 01:06:02.683103,399288,776,153190,1297
2018-01-30 02:06:03.566639,354004,728,142205,1401
2018-01-30 03:06:03.251339,362043,842,142300,1448
2018-01-30 04:06:02.921192,375200,765,139863,1369
2018-01-30 05:06:02.770102,383312,652,134047,1597
2018-01-30 06:06:03.265894,394719,619,125462,1747
2018-01-30 07:06:03.097432,397815,530,118398,1304
2018-01-30 08:06:02.667509,415525,481,115978,868
2018-01-30 09:06:03.277128,457177,381,117902,726
2018-01-30 10:06:03.050792,501067,306,124534,619
2018-01-30 11:06:03.227785,507085,432,127028,756
2018-01-30 12:06:02.466251,417472,445,97574,758
2018-01-30 13:06:03.127396,338226,336,95900,540
2018-01-30 14:06:02.709332,497976,346,131200,720
2018-01-30 15:06:03.464454,627426,399,147591,890
2018-01-30 16:06:03.233197,627527,505,162609,910
2018-01-30 17:06:02.891753,617187,603,180124,998
2018-01-30 18:06:07.567078,612780,632,196539,1200
2018-01-30 19:06:03.232288,608033,754,213696,1380
2018-01-30 20:06:02.912673,586256,1094,229207,1658
2018-01-30 21:06:02.698104,559208,1182,237082,1794
2018-01-30 22:06:03.355194,539757,1156,220892,1922
2018-01-30 23:06:03.090307,498256,1077,196474,1810
2018-01-31 00:06:02.812052,427502,952,175092,1487
2018-01-31 01:06:02.446348,344448,894,152046,1330
2018-01-31 02:06:02.975790,317238,772,133594,1416
2018-01-31 03:06:02.568557,334023,778,133274,1499
2018-01-31 04:06:03.145768,358644,888,137433,1404
2018-01-31 05:06:02.912952,359695,751,134543,1355
2018-01-31 06:06:02.979008,360328,507,124874,1144
2018-01-31 07:06:03.372850,382084,476,116480,997
2018-01-31 08:06:03.298522,408823,413,116258,892
2018-01-31 09:06:02.939508,459553,393,119351,837
2018-01-31 10:06:02.495911,483140,356,121717,701
2018-01-31 11:06:02.715560,523414,338,125641,618
2018-01-31 12:06:03.095293,440977,364,103049,595
2018-01-31 13:06:07.854113,357175,361,106504,578
2018-01-31 14:06:02.436644,490875,437,140706,691
2018-01-31 15:06:03.038051,614336,455,154547,811
2018-01-31 16:06:02.740444,628029,558,164967,1109
2018-01-31 17:06:02.503864,611461,646,179686,1158
2018-01-31 18:06:03.229456,619191,634,195190,1167
2018-01-31 19:06:02.953642,626978,727,211767,1376
2018-01-31 20:06:02.556905,606891,945,232387,1629
2018-01-31 21:06:03.301386,570252,1099,242682,2077
2018-01-31 22:06:02.949534,546459,1069,226669,2036
2018-01-31 23:06:02.657881,485532,834,190861,1478
2018-02-01 00:06:03.351796,411552,771,163011,1317
2018-02-01 01:06:03.013410,361401,702,144455,1223
2018-02-01 02:06:02.678813,340251,568,135967,1149
2018-02-01 03:06:03.284708,346311,587,134944,1155
2018-02-01 04:06:02.946017,366313,597,138683,1093
2018-02-01 05:06:02.582365,375877,547,132458,1017
2018-02-01 06:06:03.198552,389792,510,123619,1035
2018-02-01 07:06:03.159215,401898,453,120236,1164
2018-02-01 08:06:02.899683,433842,401,116212,1047
2018-02-01 09:06:02.529098,486198,346,120322,868
2018-02-01 10:06:03.150242,519437,309,127870,872
2018-02-01 11:06:03.287118,517555,363,130012,955
2018-02-01 12:06:02.693599,328606,319,95496,705
2018-02-01 13:06:03.322804,358022,267,98511,547
2018-02-01 14:06:03.056348,600922,416,135880,827
2018-02-01 15:06:02.603626,650185,478,145705,876
2018-02-01 16:06:03.284898,622383,564,156572,924
2018-02-01 17:06:02.967599,600438,665,173179,1079
2018-02-01 18:06:02.696721,601374,878,187676,1507
2018-02-01 19:06:02.436133,594969,1154,202857,1702
2018-02-01 20:06:03.179152,601859,1030,216801,1600
2018-02-01 21:06:02.821282,594625,1091,221298,2000
2018-02-01 22:06:02.620753,549799,1176,216605,2154
2018-02-01 23:06:03.264065,486616,952,191725,1690
2018-02-02 00:06:02.819418,420948,754,159001,1490
2018-02-02 01:06:02.436341,362524,658,138569,1427
2018-02-02 02:06:03.042244,355470,525,130915,1224
2018-02-02 03:06:02.639166,372280,502,129077,1346
2018-02-02 04:06:03.281275,373063,518,128107,1393
2018-02-02 05:06:02.979093,360017,495,124281,1236
2018-02-02 06:06:02.566187,386724,461,120462,1167
2018-02-02 07:06:03.887734,422101,426,122955,967
2018-02-02 08:06:02.470261,455275,428,118488,762
2018-02-02 09:06:03.228037,509898,448,120342,772
2018-02-02 10:06:02.783823,529267,420,125161,800
2018-02-02 11:06:02.870420,519278,480,131567,931
2018-02-02 12:06:02.478963,357766,412,114356,693
2018-02-02 13:06:03.159781,369570,363,109717,650
2018-02-02 14:06:03.022289,568135,558,146193,967
2018-02-02 15:06:02.650635,635770,602,162141,1078
2018-02-02 16:06:03.333244,649635,602,171738,1076
2018-02-02 17:06:03.114660,646423,682,186523,1274
2018-02-02 18:06:02.782650,631916,796,198766,1552
2018-02-02 19:06:02.656121,610713,903,207374,1591
2018-02-02 20:06:03.436239,582415,1093,217715,2005
2018-02-02 21:06:03.099763,567075,1094,224962,2153
2018-02-02 22:06:02.751360,543228,1047,229354,2184
2018-02-02 23:06:02.678590,505564,1051,220577,2208
2018-02-03 00:06:03.228915,455227,985,198526,1790
2018-02-03 01:06:02.817650,402040,819,175106,1481
2018-02-03 02:06:02.537568,384494,663,156089,1298
2018-02-03 03:06:03.288981,385886,653,146513,1282
2018-02-03 04:06:02.893838,394830,644,143113,1349
2018-02-03 05:06:02.588559,399036,665,143778,1330
2018-02-03 06:06:03.233961,402667,725,145023,1344
2018-02-03 07:06:03.002265,423794,686,138487,1379
2018-02-03 08:06:02.593091,478701,551,136413,1288
2018-02-03 09:06:03.221493,553906,555,139229,1324
2018-02-03 10:06:02.889916,620350,587,152469,1361
2018-02-03 11:06:03.059491,632254,591,164417,1223
2018-02-03 12:06:03.318933,442087,485,139354,980
2018-02-03 13:06:02.875847,473076,498,138108,1039
2018-02-03 14:06:02.680323,696506,840,185010,1559
2018-02-03 15:06:03.437255,727347,956,209587,1662
2018-02-03 16:06:03.094031,721017,1006,224085,1764
2018-02-03 17:06:02.662100,718614,1073,232470,1899
2018-02-03 18:06:03.313063,701435,1045,234259,1847
2018-02-03 19:06:02.738352,653240,1069,239315,1878
2018-02-03 20:06:03.320406,623982,1220,251510,2046
2018-02-03 21:06:02.970393,617457,1389,257636,2428
2018-02-03 22:06:02.680409,598977,1316,258445,2498
2018-02-03 23:06:03.306344,539590,1167,249016,2272
2018-02-04 00:06:02.966078,465157,1161,224739,2147
2018-02-04 01:06:02.644633,403556,1093,203056,1887
2018-02-04 02:06:03.405894,372979,860,179920,1499
2018-02-04 03:06:03.031851,368237,724,161004,1290
2018-02-04 04:06:02.650834,376023,868,154381,1583
2018-02-04 05:06:02.443077,392460,1178,152690,2080
2018-02-04 06:06:08.234684,421248,1304,148789,2491
2018-02-04 07:06:02.693329,462039,1130,142968,2282
2018-02-04 08:06:03.324676,515012,946,141141,1828
2018-02-04 09:06:02.987539,575386,801,150974,1605
2018-02-04 10:06:02.757368,650312,632,163194,1379
2018-02-04 11:06:02.866299,681515,592,177501,1377
2018-02-04 12:06:03.254711,439763,512,142601,1064
2018-02-04 13:06:02.989497,451302,540,143834,1163
2018-02-04 14:06:02.762572,764649,783,205082,1565
2018-02-04 15:06:02.470189,791457,880,223291,1548
2018-02-04 16:06:03.376403,723343,1006,240138,1857
2018-02-04 17:06:03.117231,693875,1127,253853,1950
2018-02-04 18:06:02.792431,691275,1153,254936,1795
2018-02-04 19:06:02.457920,665530,1297,264968,2094
2018-02-04 20:06:03.269841,621215,1612,277947,2552
2018-02-04 21:06:03.108804,567591,1791,275173,2845
2018-02-04 22:06:02.730677,520285,1734,262986,2892
2018-02-04 23:06:02.580551,475099,1451,242648,2256
2018-02-05 00:06:03.222558,420633,978,200995,1504
